occurrenceID	datasetID	eventID	parentEventID	fieldNumber	collectionCode	ownerInstitutionCode	institutionCode	materialSampleID	catalogNumber	type	basisOfRecord	occurrenceStatus	scientificName	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	scientificNameID	scientificNameAuthorship	identifiedBy	preparations	year	month	day	eventDate	decimalLatitude	decimalLongitude	coordinatePrecision	coordinateUncertaintyInMeters	otherCatalogNumbers	identificationRemarks	identificationQualifier	higherGeography	geodeticDatum	minimumDepthInMeters	maximumDepthInMeters
SO_isotope:IOPAN-ZA_20_20_A_Dipla_sp_2	Sounthern_Ocean_Isotope_4277	ZA_20	ZA	ZA_20		IOPAN	ULB	ZA-20-20-A	ZA_20_20_A_Dipla_sp_2	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	22	2010-12-22	-62.1487	-58.5271	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_20_20_A_Dipla_sp_3	Sounthern_Ocean_Isotope_4278	ZA_20	ZA	ZA_20		IOPAN	ULB	ZA-20-20-A	ZA_20_20_A_Dipla_sp_3	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	22	2010-12-22	-62.1487	-58.5271	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_20_20_A_Dipla_sp_4	Sounthern_Ocean_Isotope_4279	ZA_20	ZA	ZA_20		IOPAN	ULB	ZA-20-20-A	ZA_20_20_A_Dipla_sp_4	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	22	2010-12-22	-62.1487	-58.5271	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_20_20_B_Dipla_sp_1	Sounthern_Ocean_Isotope_4280	ZA_20	ZA	ZA_20		IOPAN	ULB	ZA-20-20-B	ZA_20_20_B_Dipla_sp_1	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	22	2010-12-22	-62.1487	-58.5271	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_20_20_B_Dipla_sp_2	Sounthern_Ocean_Isotope_4281	ZA_20	ZA	ZA_20		IOPAN	ULB	ZA-20-20-B	ZA_20_20_B_Dipla_sp_2	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	22	2010-12-22	-62.1487	-58.5271	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_20_20_C_Dipla_sp_1	Sounthern_Ocean_Isotope_4282	ZA_20	ZA	ZA_20		IOPAN	ULB	ZA-20-20-C	ZA_20_20_C_Dipla_sp_1	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	22	2010-12-22	-62.1487	-58.5271	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_20_20_C_Dipla_sp_2	Sounthern_Ocean_Isotope_4283	ZA_20	ZA	ZA_20		IOPAN	ULB	ZA-20-20-C	ZA_20_20_C_Dipla_sp_2	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	22	2010-12-22	-62.1487	-58.5271	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_20_20_C_Dipla_sp_3	Sounthern_Ocean_Isotope_4284	ZA_20	ZA	ZA_20		IOPAN	ULB	ZA-20-20-C	ZA_20_20_C_Dipla_sp_3	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	22	2010-12-22	-62.1487	-58.5271	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_20_20_C_Dipla_sp_4	Sounthern_Ocean_Isotope_4285	ZA_20	ZA	ZA_20		IOPAN	ULB	ZA-20-20-C	ZA_20_20_C_Dipla_sp_4	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	22	2010-12-22	-62.1487	-58.5271	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_20_6_A_Dipla_sp_1	Sounthern_Ocean_Isotope_4286	ZA_20	ZA	ZA_20		IOPAN	ULB	ZA-20-6-A	ZA_20_6_A_Dipla_sp_1	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	22	2010-12-22	-62.1487	-58.5271	1e-4	11.1				Admiralty bay	WGS84	6	6
SO_isotope:IOPAN-ZA_21_10_A_Dipla_sp_1	Sounthern_Ocean_Isotope_4287	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-10-A	ZA_21_10_A_Dipla_sp_1	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	10	10
SO_isotope:IOPAN-ZA_21_10_B_Dipla_sp_1	Sounthern_Ocean_Isotope_4288	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-10-B	ZA_21_10_B_Dipla_sp_1	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	10	10
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_1	Sounthern_Ocean_Isotope_4289	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-A	ZA_21_20_A_Dipla_sp_1	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_10	Sounthern_Ocean_Isotope_4290	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-A	ZA_21_20_A_Dipla_sp_10	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_10_2	Sounthern_Ocean_Isotope_4291	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-A	ZA_21_20_A_Dipla_sp_10_2	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_12	Sounthern_Ocean_Isotope_4292	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-A	ZA_21_20_A_Dipla_sp_12	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_13	Sounthern_Ocean_Isotope_4293	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-A	ZA_21_20_A_Dipla_sp_13	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_2	Sounthern_Ocean_Isotope_4294	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-A	ZA_21_20_A_Dipla_sp_2	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_3	Sounthern_Ocean_Isotope_4295	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-A	ZA_21_20_A_Dipla_sp_3	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_4	Sounthern_Ocean_Isotope_4296	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-A	ZA_21_20_A_Dipla_sp_4	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_5	Sounthern_Ocean_Isotope_4297	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-A	ZA_21_20_A_Dipla_sp_5	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_6	Sounthern_Ocean_Isotope_4298	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-A	ZA_21_20_A_Dipla_sp_6	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_7	Sounthern_Ocean_Isotope_4299	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-A	ZA_21_20_A_Dipla_sp_7	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_8	Sounthern_Ocean_Isotope_4300	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-A	ZA_21_20_A_Dipla_sp_8	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_9	Sounthern_Ocean_Isotope_4301	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-A	ZA_21_20_A_Dipla_sp_9	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_21_20_B_Dipla_sp_1	Sounthern_Ocean_Isotope_4302	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-B	ZA_21_20_B_Dipla_sp_1	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_21_20_B_Dipla_sp_2	Sounthern_Ocean_Isotope_4303	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-B	ZA_21_20_B_Dipla_sp_2	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_21_20_B_Dipla_sp_3	Sounthern_Ocean_Isotope_4304	ZA_21	ZA	ZA_21		IOPAN	ULB	ZA-21-20-B	ZA_21_20_B_Dipla_sp_3	PhysicalObject	PreservedSpecimen	present	Diplasterias brandti	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Diplasterias		brandti	urn:lsid:marinespecies.org:taxname:178790	(Bell, 1881)		Formaldehyde+Ethanol	2010	12	23	2010-12-23	-62.141	-58.504	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_19_27m_Lab_anu_1	Sounthern_Ocean_Isotope_4305	ZA_19	ZA	ZA_19		IOPAN	ULB	ZA-19-27m	ZA_19_27m_Lab_anu_1	PhysicalObject	PreservedSpecimen	present	Labidiaster annulatus	Animalia	Echinodermata	Asteroidea	Forcipulatida	Heliasteridae	Labidiaster		annulatus	urn:lsid:marinespecies.org:taxname:234924	Sladen, 1889		Formaldehyde+Ethanol	2010	12	18	2010-12-18	-62.1625	-58.5021	1e-4	11.1				Admiralty bay	WGS84	27	27
SO_isotope:IOPAN-ZA_19_Lab_anu_1	Sounthern_Ocean_Isotope_4306	ZA_19	ZA	ZA_19		IOPAN	ULB	ZA-19	ZA_19_Lab_anu_1	PhysicalObject	PreservedSpecimen	present	Labidiaster annulatus	Animalia	Echinodermata	Asteroidea	Forcipulatida	Heliasteridae	Labidiaster		annulatus	urn:lsid:marinespecies.org:taxname:234924	Sladen, 1889		Formaldehyde+Ethanol	2010	12	18	2010-12-18	-62.1625	-58.5021	1e-4	11.1				Admiralty bay	WGS84	23	23
SO_isotope:IOPAN-ZA_17_30_C_ND_1	Sounthern_Ocean_Isotope_4307	ZA_17	ZA	ZA_17		IOPAN	ULB	ZA-17-30-C	ZA_17_30_C_ND_1	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	15	2010-12-15	-62.1812	-58.5884	1e-4	11.1				Admiralty bay	WGS84	30	30
SO_isotope:IOPAN-ZA_18_20_C_Nota_sp_1	Sounthern_Ocean_Isotope_4308	ZA_18	ZA	ZA_18		IOPAN	ULB	ZA-18-20-C	ZA_18_20_C_Nota_sp_1	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	17	2010-12-17	-62.167	-58.5449	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_1	Sounthern_Ocean_Isotope_4309	ZA_19	ZA	ZA_19		IOPAN	ULB	ZA-19-27m	ZA_19_27m_Nota_sp_1	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	18	2010-12-18	-62.1625	-58.5021	1e-4	11.1				Admiralty bay	WGS84	27	27
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_2	Sounthern_Ocean_Isotope_4310	ZA_19	ZA	ZA_19		IOPAN	ULB	ZA-19-27m	ZA_19_27m_Nota_sp_2	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	18	2010-12-18	-62.1625	-58.5021	1e-4	11.1				Admiralty bay	WGS84	27	27
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_3	Sounthern_Ocean_Isotope_4311	ZA_19	ZA	ZA_19		IOPAN	ULB	ZA-19-27m	ZA_19_27m_Nota_sp_3	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	18	2010-12-18	-62.1625	-58.5021	1e-4	11.1				Admiralty bay	WGS84	27	27
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_4	Sounthern_Ocean_Isotope_4312	ZA_19	ZA	ZA_19		IOPAN	ULB	ZA-19-27m	ZA_19_27m_Nota_sp_4	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	18	2010-12-18	-62.1625	-58.5021	1e-4	11.1				Admiralty bay	WGS84	27	27
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_5	Sounthern_Ocean_Isotope_4313	ZA_19	ZA	ZA_19		IOPAN	ULB	ZA-19-27m	ZA_19_27m_Nota_sp_5	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	18	2010-12-18	-62.1625	-58.5021	1e-4	11.1				Admiralty bay	WGS84	27	27
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_6	Sounthern_Ocean_Isotope_4314	ZA_19	ZA	ZA_19		IOPAN	ULB	ZA-19-27m	ZA_19_27m_Nota_sp_6	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	18	2010-12-18	-62.1625	-58.5021	1e-4	11.1				Admiralty bay	WGS84	27	27
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_7	Sounthern_Ocean_Isotope_4315	ZA_19	ZA	ZA_19		IOPAN	ULB	ZA-19-27m	ZA_19_27m_Nota_sp_7	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	18	2010-12-18	-62.1625	-58.5021	1e-4	11.1				Admiralty bay	WGS84	27	27
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_8	Sounthern_Ocean_Isotope_4316	ZA_19	ZA	ZA_19		IOPAN	ULB	ZA-19-27m	ZA_19_27m_Nota_sp_8	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	18	2010-12-18	-62.1625	-58.5021	1e-4	11.1				Admiralty bay	WGS84	27	27
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_9	Sounthern_Ocean_Isotope_4317	ZA_19	ZA	ZA_19		IOPAN	ULB	ZA-19-27m	ZA_19_27m_Nota_sp_9	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	18	2010-12-18	-62.1625	-58.5021	1e-4	11.1				Admiralty bay	WGS84	27	27
SO_isotope:IOPAN-ZA_19_Nota_sp_1	Sounthern_Ocean_Isotope_4318	ZA_19	ZA	ZA_19		IOPAN	ULB	ZA-19	ZA_19_Nota_sp_1	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	18	2010-12-18	-62.1625	-58.5021	1e-4	11.1				Admiralty bay	WGS84	23	23
SO_isotope:IOPAN-ZA_19_Nota_sp_2	Sounthern_Ocean_Isotope_4319	ZA_19	ZA	ZA_19		IOPAN	ULB	ZA-19	ZA_19_Nota_sp_2	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	18	2010-12-18	-62.1625	-58.5021	1e-4	11.1				Admiralty bay	WGS84	23	23
SO_isotope:IOPAN-ZA_19_Nota_sp_3	Sounthern_Ocean_Isotope_4320	ZA_19	ZA	ZA_19		IOPAN	ULB	ZA-19	ZA_19_Nota_sp_3	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	18	2010-12-18	-62.1625	-58.5021	1e-4	11.1				Admiralty bay	WGS84	23	23
SO_isotope:IOPAN-ZA_19_Nota_sp_4	Sounthern_Ocean_Isotope_4321	ZA_19	ZA	ZA_19		IOPAN	ULB	ZA-19	ZA_19_Nota_sp_4	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	18	2010-12-18	-62.1625	-58.5021	1e-4	11.1				Admiralty bay	WGS84	23	23
SO_isotope:IOPAN-ZA_20_20_A_Nota_sp_1	Sounthern_Ocean_Isotope_4322	ZA_20	ZA	ZA_20		IOPAN	ULB	ZA-20-20-A	ZA_20_20_A_Nota_sp_1	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	22	2010-12-22	-62.1487	-58.5271	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_20_20_A_Nota_sp_2	Sounthern_Ocean_Isotope_4323	ZA_20	ZA	ZA_20		IOPAN	ULB	ZA-20-20-A	ZA_20_20_A_Nota_sp_2	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	22	2010-12-22	-62.1487	-58.5271	1e-4	11.1				Admiralty bay	WGS84	20	20
SO_isotope:IOPAN-ZA_20_30_A_Nota_sp_1	Sounthern_Ocean_Isotope_4324	ZA_20	ZA	ZA_20		IOPAN	ULB	ZA-20-30-A	ZA_20_30_A_Nota_sp_1	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	22	2010-12-22	-62.1487	-58.5271	1e-4	11.1				Admiralty bay	WGS84	30	30
SO_isotope:IOPAN-ZA_20_30_B_Notas_sp_1	Sounthern_Ocean_Isotope_4325	ZA_20	ZA	ZA_20		IOPAN	ULB	ZA-20-30-B	ZA_20_30_B_Notas_sp_1	PhysicalObject	PreservedSpecimen	present	Notasterias bongraini	Animalia	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Notasterias		bongraini	urn:lsid:marinespecies.org:taxname:172669	(Koehler, 1912)		Formaldehyde+Ethanol	2010	12	22	2010-12-22	-62.1487	-58.5271	1e-4	11.1				Admiralty bay	WGS84	30	30
