occurrenceID	measurementType	measurementValue	measurmentUnit	measurementRemarks
SO_isotope:ULB-JR15005_2926	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.16	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.17	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.6	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1395.2	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.7	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.8	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_752	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_753	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_864	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_865	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_866	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.29	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.30	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.14	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.4	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.31	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1395.10	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.19	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.19	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_669.1	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_669.2	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_669.3	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.14	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.15	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1066	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.9	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1635	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_3117	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.10	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.11	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.12	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.13	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.14	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.15	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.16	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.17	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.18	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.19	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.20	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.21	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.22	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.23	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.8	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.9	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1395.3	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1395.4	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1395.5	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1395.6	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.10	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.11	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.12	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.7	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.9	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.1	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.2	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.3	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.4	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.6	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.10	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.11	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.12	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.13	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.14	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.15	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.16	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.17	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.18	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.2	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.9	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_2006	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_2084	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_754	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.13	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.19	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.7	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.32	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.17	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.20	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.35	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.36	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.37	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.38	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.39	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.40	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.41	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.42	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1395.11	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.11	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.12	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.13	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1065	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1293	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.1	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.2	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.3	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.4	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.5	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1395.1	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.1	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.2	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.3	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.4	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1452.5	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.10	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.1	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1740	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_261	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.6	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_533	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_980	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1381.34	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.15	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1661.16	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.22	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.5	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.8	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1578	Disc_radius_r	0.006	m	
SO_isotope:ULB-JR15005_1586.18	Disc_radius_r	0.001	m	
SO_isotope:ULB-JR15005_1661.22	Disc_radius_r	0.002	m	
SO_isotope:ULB-JR15005_2951	Disc_radius_r	0.005	m	
SO_isotope:ULB-JR15005_2953	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR15005_2980.1	Disc_radius_r	0.002	m	
SO_isotope:ULB-JR15005_2980.2	Disc_radius_r	0.005	m	
SO_isotope:ULB-JR15005_2980.3	Disc_radius_r	0.002	m	
SO_isotope:ULB-JR15005_3124.2	Disc_radius_r	0.001	m	
SO_isotope:ULB-JR15005_3124.3	Disc_radius_r	0.001	m	
SO_isotope:ULB-JR15005_3157	Disc_radius_r	0.006	m	
SO_isotope:ULB-JR15005_3206.3	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR15005_3206.4	Disc_radius_r	0.002	m	
SO_isotope:ULB-JR15005_3206.5	Disc_radius_r	0.002	m	
SO_isotope:ULB-JR15005_1698.20	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.21	Disc_radius_r	0	m	
SO_isotope:ULB-JR15005_1698.3	Disc_radius_r	0	m	
SO_isotope:ULB-JR179_894	Disc_radius_r	0	m	
SO_isotope:ULB-JR179_234	Disc_radius_r	0.013	m	
SO_isotope:ULB-JR179_235	Disc_radius_r	0	m	
SO_isotope:ULB-JR179_236	Disc_radius_r	0	m	
SO_isotope:ULB-JR179_237	Disc_radius_r	0	m	
SO_isotope:ULB-JR179_394	Disc_radius_r	0.021	m	
SO_isotope:ULB-JR179_125	Disc_radius_r	0	m	
SO_isotope:ULB-JR179_749	Disc_radius_r	0	m	
SO_isotope:ULB-JR230_150.1	Disc_radius_r	0.016	m	
SO_isotope:ULB-JR230_110.1	Disc_radius_r	0.002	m	
SO_isotope:ULB-JR230_583.1	Disc_radius_r	0.009	m	
SO_isotope:ULB-JR230_203.1	Disc_radius_r	0.006	m	
SO_isotope:ULB-JR230_3.1	Disc_radius_r	0.008	m	
SO_isotope:ULB-JR230_46.1	Disc_radius_r	0.006	m	
SO_isotope:ULB-JR230_46.3	Disc_radius_r	0.007	m	
SO_isotope:ULB-JR230_65	Disc_radius_r	0.006	m	
SO_isotope:ULB-JR230_685.1	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR230_346.1	Disc_radius_r	0.005	m	
SO_isotope:ULB-JR230_346.2	Disc_radius_r	0.004	m	
SO_isotope:ULB-JR230_346.3	Disc_radius_r	0.002	m	
SO_isotope:ULB-JR230_182.1	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR230_182.2	Disc_radius_r	0.001	m	
SO_isotope:ULB-JR230_255.1	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR230_256.1	Disc_radius_r	0.006	m	
SO_isotope:ULB-JR230_268.1	Disc_radius_r	0.007	m	
SO_isotope:ULB-JR230_268.2	Disc_radius_r	0.002	m	
SO_isotope:ULB-JR230_268.3	Disc_radius_r	0.002	m	
SO_isotope:ULB-JR230_268.4	Disc_radius_r	0.004	m	
SO_isotope:ULB-JR230_268.5	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR230_268.6	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR230_268.7	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR230_268.8	Disc_radius_r	0.001	m	
SO_isotope:ULB-JR230_307.1	Disc_radius_r	0.006	m	
SO_isotope:ULB-JR230_307.3	Disc_radius_r	0.006	m	
SO_isotope:ULB-JR230_307.4	Disc_radius_r	0.004	m	
SO_isotope:ULB-JR230_319.1	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR230_319.2	Disc_radius_r	0.002	m	
SO_isotope:ULB-JR230_421.1	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR230_421.2	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR230_452.1	Disc_radius_r	0.005	m	
SO_isotope:ULB-JR230_452.3	Disc_radius_r	0.004	m	
SO_isotope:ULB-JR230_452.4	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR230_861.4	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR230_861.5	Disc_radius_r	0.002	m	
SO_isotope:ULB-JR230_861.6	Disc_radius_r	0.007	m	
SO_isotope:ULB-JR230_612	Disc_radius_r	0	m	
SO_isotope:ULB-JR230_766	Disc_radius_r	0.017	m	
SO_isotope:ULB-JR230_42	Disc_radius_r	0.015	m	
SO_isotope:ULB-JR230_650	Disc_radius_r	0.009	m	
SO_isotope:ULB-JR230_791.1	Disc_radius_r	0.005	m	
SO_isotope:ULB-JR230_555.1	Disc_radius_r	0.007	m	
SO_isotope:ULB-JR230_109.1	Disc_radius_r	0.005	m	
SO_isotope:ULB-JR230_217.1	Disc_radius_r	0.024	m	
SO_isotope:ULB-JR230_217.2	Disc_radius_r	0.027	m	
SO_isotope:ULB-JR230_217.3	Disc_radius_r	0.02	m	
SO_isotope:ULB-JR230_217.4	Disc_radius_r	0.022	m	
SO_isotope:ULB-JR230_306.1	Disc_radius_r	0.025	m	
SO_isotope:ULB-JR230_556.1	Disc_radius_r	0.016	m	
SO_isotope:ULB-JR230_584.1	Disc_radius_r	0.02	m	
SO_isotope:ULB-JR230_584.2	Disc_radius_r	0.015	m	
SO_isotope:ULB-JR230_62	Disc_radius_r	0.006	m	
SO_isotope:ULB-JR230_669.1	Disc_radius_r	0.028	m	
SO_isotope:ULB-JR230_254	Disc_radius_r	0.004	m	
SO_isotope:ULB-JR230_480	Disc_radius_r	0.012	m	
SO_isotope:ULB-JR230_510.1	Disc_radius_r	0.005	m	
SO_isotope:ULB-JR230_746	Disc_radius_r	0.012	m	
SO_isotope:ULB-JR230_935	Disc_radius_r	0.01	m	
SO_isotope:ULB-JR230_745	Disc_radius_r	0	m	
SO_isotope:ULB-JR230_312.1	Disc_radius_r	0.006	m	
SO_isotope:ULB-JR230_861.1	Disc_radius_r	0.012	m	
SO_isotope:ULB-JR230_3.2	Disc_radius_r	0.011	m	
SO_isotope:ULB-JR230_305.1	Disc_radius_r	0.017	m	
SO_isotope:ULB-JR230_347.1	Disc_radius_r	0.005	m	
SO_isotope:ULB-JR230_46.2	Disc_radius_r	0.007	m	
SO_isotope:ULB-JR230_46.4	Disc_radius_r	0.01	m	
SO_isotope:ULB-JR230_851.1	Disc_radius_r	0.011	m	
SO_isotope:ULB-JR230_271	Disc_radius_r	0.004	m	
SO_isotope:ULB-JR230_443	Disc_radius_r	0.004	m	
SO_isotope:ULB-JR230_767	Disc_radius_r	0.011	m	
SO_isotope:ULB-JR230_861.2	Disc_radius_r	0.009	m	
SO_isotope:ULB-JR262_323	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_477	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_602	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_685	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1511.10	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1511.11	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1725	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_692.2	Disc_radius_r	0.007	m	
SO_isotope:ULB-JR262_692.7	Disc_radius_r	0.005	m	
SO_isotope:ULB-JR262_692.8	Disc_radius_r	0.006	m	
SO_isotope:ULB-JR262_1165.3	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR262_1165.4	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1165.5	Disc_radius_r	0.007	m	
SO_isotope:ULB-JR262_1511.9	Disc_radius_r	0.017	m	
SO_isotope:ULB-JR262_692.4	Disc_radius_r	0.029	m	
SO_isotope:ULB-JR262_1163	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1511.1	Disc_radius_r	0.021	m	
SO_isotope:ULB-JR262_1511.2	Disc_radius_r	0.018	m	
SO_isotope:ULB-JR262_1511.3	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1511.4	Disc_radius_r	0.018	m	
SO_isotope:ULB-JR262_1511.5	Disc_radius_r	0.021	m	
SO_isotope:ULB-JR262_1511.6	Disc_radius_r	0.022	m	
SO_isotope:ULB-JR262_2042	Disc_radius_r	0.041	m	
SO_isotope:ULB-JR262_1266.1	Disc_radius_r	0.028	m	
SO_isotope:ULB-JR262_1266.2	Disc_radius_r	0.03	m	
SO_isotope:ULB-JR262_1345.1	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1345.2	Disc_radius_r	0.016	m	
SO_isotope:ULB-JR262_1367.1	Disc_radius_r	0.014	m	
SO_isotope:ULB-JR262_1367.2	Disc_radius_r	0.02	m	
SO_isotope:ULB-JR262_1384.1	Disc_radius_r	0.01	m	
SO_isotope:ULB-JR262_1384.2	Disc_radius_r	0.019	m	
SO_isotope:ULB-JR262_1384.3	Disc_radius_r	0.018	m	
SO_isotope:ULB-JR262_1384.4	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1412.1	Disc_radius_r	0.022	m	
SO_isotope:ULB-JR262_1412.2	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1412.3	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1435.1	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1435.2	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1435.3	Disc_radius_r	0.023	m	
SO_isotope:ULB-JR262_1511.7	Disc_radius_r	0.005	m	
SO_isotope:ULB-JR262_1894.1	Disc_radius_r	0.009	m	
SO_isotope:ULB-JR262_1894.2	Disc_radius_r	0.005	m	
SO_isotope:ULB-JR262_1894.3	Disc_radius_r	0.013	m	
SO_isotope:ULB-JR262_1903.7	Disc_radius_r	0.025	m	
SO_isotope:ULB-JR262_255.1	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_255.2	Disc_radius_r	0.024	m	
SO_isotope:ULB-JR262_257	Disc_radius_r	0.021	m	
SO_isotope:ULB-JR262_287	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_295	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_339.1	Disc_radius_r	0.023	m	
SO_isotope:ULB-JR262_339.2	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_673.1	Disc_radius_r	0.023	m	
SO_isotope:ULB-JR262_673.2	Disc_radius_r	0.024	m	
SO_isotope:ULB-JR262_673.3	Disc_radius_r	0.017	m	
SO_isotope:ULB-JR262_673.4	Disc_radius_r	0.021	m	
SO_isotope:ULB-JR262_722.1	Disc_radius_r	0.01	m	
SO_isotope:ULB-JR262_722.2	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_722.3	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_779	Disc_radius_r	0.027	m	
SO_isotope:ULB-JR262_849	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_882	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_9.1	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_9.2	Disc_radius_r	0.013	m	
SO_isotope:ULB-JR262_286	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1951.2	Disc_radius_r	0.001	m	
SO_isotope:ULB-JR262_692.3	Disc_radius_r	0.014	m	
SO_isotope:ULB-JR262_692.5	Disc_radius_r	0.001	m	
SO_isotope:ULB-JR262_692.6	Disc_radius_r	0.012	m	
SO_isotope:ULB-JR262_692.1	Disc_radius_r	0.001	m	
SO_isotope:ULB-JR262_1477	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1511.8	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1622.1	Disc_radius_r	0.026	m	
SO_isotope:ULB-JR262_1622.2	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1622.3	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_811	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_445	Disc_radius_r	0	m	
SO_isotope:ULB-JR262_1951.1	Disc_radius_r	0	m	
SO_isotope:ULB-JR287SG_122.4	Disc_radius_r	0	m	
SO_isotope:ULB-JR287SG_122.1	Disc_radius_r	0	m	
SO_isotope:ULB-JR287SG_122.2	Disc_radius_r	0	m	
SO_isotope:ULB-JR287SG_106.5	Disc_radius_r	0	m	
SO_isotope:ULB-JR287SG_122.3	Disc_radius_r	0	m	
SO_isotope:ULB-JR287SG_54.3	Disc_radius_r	0	m	
SO_isotope:ULB-JR287SG_18.1	Disc_radius_r	0	m	
SO_isotope:ULB-JR287SG_18.2	Disc_radius_r	0.01	m	
SO_isotope:ULB-JR287SG_54.2	Disc_radius_r	0.009	m	
SO_isotope:ULB-JR287SG_79.2	Disc_radius_r	0.02	m	
SO_isotope:ULB-JR287SG_106.1	Disc_radius_r	0.01	m	
SO_isotope:ULB-JR287SG_106.2	Disc_radius_r	0.009	m	
SO_isotope:ULB-JR287SG_106.3	Disc_radius_r	0.009	m	
SO_isotope:ULB-JR287SG_106.8	Disc_radius_r	0.001	m	
SO_isotope:ULB-JR287SG_163.1	Disc_radius_r	0.017	m	
SO_isotope:ULB-JR287SG_163.2	Disc_radius_r	0.017	m	
SO_isotope:ULB-JR287SG_163.3	Disc_radius_r	0.02	m	
SO_isotope:ULB-JR287SG_163.4	Disc_radius_r	0.018	m	
SO_isotope:ULB-JR287SG_54.1	Disc_radius_r	0.005	m	
SO_isotope:ULB-JR287SG_54.7	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR287SG_80.1	Disc_radius_r	0.025	m	
SO_isotope:ULB-JR287SG_80.2	Disc_radius_r	0	m	
SO_isotope:ULB-JR287SG_106.4	Disc_radius_r	0	m	
SO_isotope:ULB-JR308_131	Disc_radius_r	0	m	
SO_isotope:ULB-JR308_190	Disc_radius_r	0	m	
SO_isotope:ULB-JR308_129.1	Disc_radius_r	0.025	m	
SO_isotope:ULB-JR308_178.11	Disc_radius_r	0.006	m	
SO_isotope:ULB-JR308_275.1	Disc_radius_r	0.009	m	
SO_isotope:ULB-JR308_129.8	Disc_radius_r	0.001	m	
SO_isotope:ULB-JR308_178.2	Disc_radius_r	0.018	m	
SO_isotope:ULB-JR308_129.3	Disc_radius_r	0.004	m	
SO_isotope:ULB-JR308_178.8	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR308_194	Disc_radius_r	0.026	m	
SO_isotope:ULB-JR308_160	Disc_radius_r	0	m	
SO_isotope:ULB-JR308_178.9	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR308_129.4	Disc_radius_r	0.01	m	
SO_isotope:ULB-JR308_129.7	Disc_radius_r	0.009	m	
SO_isotope:ULB-JR308_178.1	Disc_radius_r	0.005	m	
SO_isotope:ULB-JR308_111.4	Disc_radius_r	0.008	m	
SO_isotope:ULB-JR308_111.1	Disc_radius_r	0.001	m	
SO_isotope:ULB-JR308_111.2	Disc_radius_r	0.001	m	
SO_isotope:ULB-JR308_111.3	Disc_radius_r	0.004	m	
SO_isotope:ULB-JR308_129.10	Disc_radius_r	0.004	m	
SO_isotope:ULB-JR308_129.11	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR308_129.12	Disc_radius_r	0.002	m	
SO_isotope:ULB-JR308_129.2	Disc_radius_r	0.008	m	
SO_isotope:ULB-JR308_129.5	Disc_radius_r	0.019	m	
SO_isotope:ULB-JR308_129.6	Disc_radius_r	0.011	m	
SO_isotope:ULB-JR308_129.9	Disc_radius_r	0.005	m	
SO_isotope:ULB-JR308_178.10	Disc_radius_r	0.007	m	
SO_isotope:ULB-JR308_178.4	Disc_radius_r	0.001	m	
SO_isotope:ULB-JR308_178.5	Disc_radius_r	0.008	m	
SO_isotope:ULB-JR308_178.6	Disc_radius_r	0.002	m	
SO_isotope:ULB-JR308_178.7	Disc_radius_r	0.005	m	
SO_isotope:ULB-JR308_78.2	Disc_radius_r	0.008	m	
SO_isotope:ULB-JR308_275.2	Disc_radius_r	0.009	m	
SO_isotope:ULB-JR308_28.2	Disc_radius_r	0.018	m	
SO_isotope:ULB-JR308_39.1	Disc_radius_r	0.013	m	
SO_isotope:ULB-JR308_39.2	Disc_radius_r	0.003	m	
SO_isotope:ULB-JR308_67	Disc_radius_r	0.012	m	
SO_isotope:ULB-JR308_78.1	Disc_radius_r	0.009	m	
SO_isotope:ULB-JR308_88	Disc_radius_r	0.003	m	
SO_isotope:ULB-PROTEKER_2016_Aster052	Disc_radius_r	0.013	m	
SO_isotope:ULB-PROTEKER_2016_Aster082	Disc_radius_r	0.017	m	
SO_isotope:ULB-PROTEKER_2016_Aster083	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster084	Disc_radius_r	0.02	m	
SO_isotope:ULB-PROTEKER_2016_Aster085	Disc_radius_r	0.021	m	
SO_isotope:ULB-PROTEKER_2016_Aster123	Disc_radius_r	0.015	m	
SO_isotope:-PROTEKER_2016_ASTER005	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER006	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER012	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER013	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER017	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER023	Disc_radius_r	0	m	
SO_isotope:ULB-PROTEKER_2016_Aster045	Disc_radius_r	0.016	m	
SO_isotope:ULB-PROTEKER_2016_Aster046	Disc_radius_r	0.016	m	
SO_isotope:ULB-PROTEKER_2016_Aster047	Disc_radius_r	0.013	m	
SO_isotope:ULB-PROTEKER_2016_Aster048	Disc_radius_r	0.013	m	
SO_isotope:ULB-PROTEKER_2016_Aster049	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster050	Disc_radius_r	0.012	m	
SO_isotope:ULB-PROTEKER_2016_Aster051	Disc_radius_r	0.005	m	
SO_isotope:ULB-PROTEKER_2016_Aster053	Disc_radius_r	0.012	m	
SO_isotope:ULB-PROTEKER_2016_Aster054	Disc_radius_r	0.01	m	
SO_isotope:ULB-PROTEKER_2016_Aster055	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster056	Disc_radius_r	0.011	m	
SO_isotope:ULB-PROTEKER_2016_Aster057	Disc_radius_r	0.01	m	
SO_isotope:ULB-PROTEKER_2016_Aster058	Disc_radius_r	0.009	m	
SO_isotope:ULB-PROTEKER_2016_Aster059	Disc_radius_r	0.006	m	
SO_isotope:ULB-PROTEKER_2016_Aster060	Disc_radius_r	0.009	m	
SO_isotope:ULB-PROTEKER_2016_Aster061	Disc_radius_r	0.009	m	
SO_isotope:ULB-PROTEKER_2016_Aster062	Disc_radius_r	0.007	m	
SO_isotope:ULB-PROTEKER_2016_Aster080	Disc_radius_r	0.003	m	
SO_isotope:ULB-PROTEKER_2016_Aster081	Disc_radius_r	0.004	m	
SO_isotope:-PROTEKER_2016_ASTER001	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER002	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER008	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER011	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER014	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER020	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER021	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER022	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER024	Disc_radius_r	0	m	
SO_isotope:-PROTEKER_2016_ASTER025	Disc_radius_r	0	m	
SO_isotope:ULB-PROTEKER_2016_Aster026	Disc_radius_r	0.035	m	
SO_isotope:ULB-PROTEKER_2016_Aster027	Disc_radius_r	0.031	m	
