occurrenceID	measurementType	measurementValue	measurmentUnit	measurementRemarks
SO_isotope:MNHN-IE-2013-17463	d34S	15.28		tegument
SO_isotope:MNHN-IE-2013-17478	d34S	15.62		tegument
SO_isotope:MNHN-IE-2013-17474	d34S	6.66		tegument
SO_isotope:MNHN-IE-2013-17475	d34S	8.53		tegument
SO_isotope:MNHN-IE-2013-17446	d34S	15.55		tegument
SO_isotope:MNHN-IE-2013-17447	d34S	16.26		tegument
SO_isotope:MNHN-IE-2013-17448	d34S	15.65		tegument
SO_isotope:MNHN-IE-2013-17449	d34S	10.39		tegument
SO_isotope:MNHN-IE-2013-17450	d34S	3.13		tegument
SO_isotope:MNHN-IE-2013-17451	d34S	14.42		tegument
SO_isotope:MNHN-IE-2013-17452	d34S	12.42		tegument
SO_isotope:MNHN-IE-2013-17453	d34S	14.24		tegument
SO_isotope:MNHN-IE-2013-17454	d34S	10.4		tegument
SO_isotope:MNHN-IE-2013-17455	d34S	2.42		tegument
SO_isotope:MNHN-IE-2013-13117	d34S	15.46		tegument
SO_isotope:MNHN-IE-2013-13146	d34S	17.68		tegument
SO_isotope:MNHN-IE-2013-17476	d34S	11.62		tegument
SO_isotope:MNHN-IE-2006-1297	d34S	17.1		tegument
SO_isotope:MNHN-IE-2006-1308	d34S	17.56		tegument
SO_isotope:MNHN-IE-2013-17554	d34S	17.73		tegument
SO_isotope:MNHN-IE-2013-17512	d34S	17.59		tegument
SO_isotope:MNHN-IE-2013-17512b	d34S	16.91		tegument
SO_isotope:MNHN-IE-2006-1361	d34S	16.89		tegument
SO_isotope:MNHN-IE-2013-17496	d34S	8.71		tegument
SO_isotope:MNHN-IE-2013-17497	d34S	16.44		tegument
SO_isotope:MNHN-IE-2013-17498	d34S	16.41		tegument
SO_isotope:MNHN-IE-2013-17499	d34S	8.62		tegument
SO_isotope:MNHN-IE-2013-17500	d34S	16.77		tegument
SO_isotope:MNHN-IE-2013-17501	d34S	17.08		tegument
SO_isotope:MNHN-IE-2013-17502	d34S	15.97		tegument
SO_isotope:MNHN-IE-2013-17503	d34S	10.53		tegument
SO_isotope:MNHN-IE-2013-17505	d34S	16.52		tegument
SO_isotope:MNHN-IE-2013-17514	d34S	16.9		tegument
SO_isotope:MNHN-IE-2013-17539	d34S	16.4		tegument
SO_isotope:MNHN-IE-2013-17525	d34S	8.54		tegument
SO_isotope:MNHN-IE-2013-17484	d34S	7.46		tegument
SO_isotope:MNHN-IE-2013-17485	d34S	17.19		tegument
SO_isotope:MNHN-IE-2013-17486	d34S	11.14		tegument
SO_isotope:MNHN-IE-2013-17493	d34S	17.48		tegument
SO_isotope:MNHN-IE-2013-17494	d34S	18.32		tegument
SO_isotope:MNHN-IE-2006-1033	d34S	16.53		tegument
SO_isotope:MNHN-IE-2006-1035	d34S	15.45		tegument
SO_isotope:MNHN-IE-2006-1039	d34S	16.95		tegument
SO_isotope:MNHN-IE-2013-17515	d34S	17.47		tegument
SO_isotope:MNHN-IE-2013-17533	d34S	17.08		tegument
SO_isotope:MNHN-IE-2013-17545	d34S	16.74		tegument
SO_isotope:MNHN-IE-2006-604	d34S	17.31		tegument
SO_isotope:MNHN-IE-2013-17487	d34S	15.92		tegument
SO_isotope:MNHN-IE-2013-17508	d34S	16.41		tegument
SO_isotope:MNHN-IE-2013-17518	d34S	15.92		tegument
SO_isotope:MNHN-IE-2013-17519	d34S	16.2		tegument
SO_isotope:MNHN-IE-2013-17520	d34S	16.26		tegument
SO_isotope:MNHN-IE-2013-17521	d34S	15.65		tegument
SO_isotope:MNHN-IE-2013-17522	d34S	15.28		tegument
SO_isotope:MNHN-IE-2013-17523	d34S	15.68		tegument
SO_isotope:MNHN-IE-2013-17524	d34S	16.35		tegument
SO_isotope:MNHN-IE-2013-17526	d34S	16.06		tegument
SO_isotope:MNHN-IE-2013-17527	d34S	16.09		tegument
SO_isotope:MNHN-IE-2013-17534	d34S	17.62		tegument
SO_isotope:MNHN-IE-2013-17549	d34S	16.94		tegument
SO_isotope:MNHN-IE-2013-17529	d34S	17.06		tegument
SO_isotope:MNHN-IE-2013-6584	d34S	12.7		tegument
SO_isotope:MNHN-IE-2013-17528	d34S	17.85		tegument
SO_isotope:MNHN-IE-2013-17530	d34S	17.49		tegument
SO_isotope:MNHN-IE-2013-17531	d34S	18.15		tegument
SO_isotope:MNHN-IE-2013-17532	d34S	17.15		tegument
SO_isotope:MNHN-IE-2006-776	d34S	14.24		tegument
SO_isotope:MNHN-IE-2013-17555	d34S	17.47		tegument
SO_isotope:MNHN-IE-2006-787	d34S	16.31		tegument
SO_isotope:MNHN-IE-2006-812	d34S	16.33		tegument
SO_isotope:MNHN-IE-2006-813	d34S	16.13		tegument
SO_isotope:MNHN-IE-2006-825	d34S	16.5		tegument
SO_isotope:MNHN-IE-2013-17479	d34S	17.19		tegument
SO_isotope:MNHN-IE-2013-17540	d34S	15.5		tegument
SO_isotope:MNHN-IE-2013-17541	d34S	16.75		tegument
SO_isotope:MNHN-IE-2013-17548	d34S	16.21		tegument
SO_isotope:MNHN-IE-2006-855	d34S	17.11		tegument
SO_isotope:MNHN-IE-2013-17550	d34S	13.59		tegument
SO_isotope:MNHN-IE-2013-17551	d34S	11.78		tegument
SO_isotope:MNHN-IE-2006-1237	d34S	16.75		tegument
SO_isotope:MNHN-IE-2013-17480	d34S	17.02		tegument
SO_isotope:MNHN-IE-2006-450	d34S	18.05		tegument
SO_isotope:MNHN-IE-2006-431	d34S	16.94		tegument
SO_isotope:MNHN-IE-2013-17482	d34S	16.86		tegument
SO_isotope:MNHN-IE-2013-17483	d34S	17.03		tegument
SO_isotope:MNHN-IE-2006-484	d34S	17.73		tegument
SO_isotope:MNHN-IE-2013-17516	d34S	17.6		tegument
SO_isotope:MNHN-IE-2013-17542	d34S	11.05		tegument
SO_isotope:MNHN-IE-2013-17543	d34S	9.85		tegument
SO_isotope:MNHN-IE-2013-17556	d34S	17.57		tegument
SO_isotope:MNHN-IE-2013-17557	d34S	12.33		tegument
SO_isotope:MNHN-IE-2013-17552	d34S	16.52		tegument
SO_isotope:MNHN-IE-2013-17506	d34S	15.6		tegument
SO_isotope:MNHN-IE-2013-17507	d34S	14.81		tegument
SO_isotope:MNHN-IE-2013-17546	d34S	15.41		tegument
SO_isotope:MNHN-IE-2013-17547	d34S	16.09		tegument
SO_isotope:MNHN-IE-2013-17517	d34S	15.74		tegument
SO_isotope:MNHN-IE-2013-17558	d34S	14.99		tegument
SO_isotope:MNHN-IE-2013-17504	d34S	17.86		tegument
SO_isotope:MNHN-IE-2006-718	d34S	16.59		tegument
SO_isotope:MNHN-IE-2006-719	d34S	16.37		tegument
SO_isotope:MNHN-IE-2013-17488	d34S	15.15		tegument
SO_isotope:MNHN-IE-2013-17489	d34S	17.37		tegument
SO_isotope:MNHN-IE-2013-17490	d34S	7.11		tegument
SO_isotope:MNHN-IE-2013-17495	d34S	16.94		tegument
SO_isotope:MNHN-IE-2006-769	d34S	17.96		tegument
SO_isotope:MNHN-IE-2013-17481	d34S	18.17		tegument
SO_isotope:MNHN-IE-2013-17491	d34S	17.78		tegument
SO_isotope:MNHN-IE-2013-17535	d34S	17.55		tegument
SO_isotope:MNHN-IE-2013-17536	d34S	16.18		tegument
SO_isotope:MNHN-IE-2013-17544	d34S	19.45		tegument
SO_isotope:MNHN-IE-2013-17553	d34S	17.2		tegument
SO_isotope:MNHN-IE-2006-28	d34S	17.87		tegument
SO_isotope:MNHN-IE-2013-17561	d34S	13.39		tegument
SO_isotope:MNHN-IE-2013-17509	d34S	15.83		tegument
SO_isotope:MNHN-IE-2013-17510	d34S	15.97		tegument
SO_isotope:MNHN-IE-2013-17511	d34S	15.56		tegument
SO_isotope:MNHN-IE-2013-17537	d34S	16.43		tegument
SO_isotope:MNHN-IE-2013-17538	d34S	14.61		tegument
SO_isotope:MNHN-IE-2013-17562	d34S	9.61		tegument
SO_isotope:MNHN-IE-2013-17563	d34S	11.51		tegument
SO_isotope:MNHN-IE-2013-17564	d34S	14.68		tegument
SO_isotope:MNHN-IE-2013-17565	d34S	14.59		tegument
SO_isotope:MNHN-IE-2013-17566	d34S	15.08		tegument
SO_isotope:MNHN-IE-2013-17567	d34S	12.76		tegument
SO_isotope:MNHN-IE-2013-17568	d34S	17.61		tegument
SO_isotope:MNHN-IE-2013-17569	d34S	12.74		tegument
SO_isotope:MNHN-IE-2013-17570	d34S	14.34		tegument
SO_isotope:MNHN-IE-2013-17571	d34S	4.95		tegument
SO_isotope:MNHN-IE-2013-17572	d34S	13.99		tegument
SO_isotope:MNHN-IE-2013-17573	d34S	13.19		tegument
SO_isotope:MNHN-IE-2013-17574	d34S	13.56		tegument
SO_isotope:MNHN-IE-2013-17575	d34S	16.75		tegument
SO_isotope:MNHN-IE-2013-17576	d34S	11.74		tegument
SO_isotope:MNHN-IE-2013-17577	d34S	12.9		tegument
SO_isotope:MNHN-IE-2013-17578	d34S	9.23		tegument
SO_isotope:MNHN-IE-2013-17579	d34S	15.82		tegument
SO_isotope:MNHN-IE-2013-17580	d34S	14.22		tegument
SO_isotope:MNHN-IE-2013-17581	d34S	9.66		tegument
SO_isotope:MNHN-IE-2013-17582	d34S	15.57		tegument
SO_isotope:MNHN-IE-2013-17583	d34S	14.02		tegument
SO_isotope:MNHN-IE-2013-17584	d34S	14.55		tegument
SO_isotope:MNHN-IE-2013-17585	d34S	14.83		tegument
SO_isotope:MNHN-IE-2013-17586	d34S	13.61		tegument
SO_isotope:MNHN-IE-2006-88	d34S	16.65		tegument
SO_isotope:MNHN-IE-2013-17492	d34S	12.68		tegument
SO_isotope:MNHN-IE-2006-106	d34S	16.83		tegument
SO_isotope:MNHN-IE-2013-17559	d34S	10.6		tegument
SO_isotope:MNHN-IE-2006-121	d34S	16.77		tegument
SO_isotope:MNHN-IE-2013-17560	d34S	17.15		tegument
SO_isotope:ULB-SueAnn_ODOVAL01	d34S	16.19		tegument
SO_isotope:ULB-SueAnn_ODOVAL02	d34S	15.09		tegument
SO_isotope:ULB-SueAnn_ODOVAL03	d34S	14.55		tegument
SO_isotope:ULB-SueAnn_ODOVAL04	d34S	13.39		tegument
SO_isotope:ULB-SueAnn_ODOVAL05	d34S	14.27		tegument
SO_isotope:ULB-SueAnn_ODOVAL06	d34S	15.36		tegument
SO_isotope:ULB-SueAnn_ODOVAL07	d34S	14.38		tegument
SO_isotope:ULB-SueAnn_ODOVAL08	d34S	15.22		tegument
SO_isotope:ULB-SueAnn_ODOVAL09	d34S	14.34		tegument
SO_isotope:ULB-SueAnn_ODOVAL10	d34S	14.28		tegument
SO_isotope:ULB-SueAnn_ODOVAL11	d34S	12.6		tegument
SO_isotope:ULB-SueAnn_ODOVAL12	d34S	14.38		tegument
SO_isotope:ULB-SueAnn_ODOVAL13	d34S	13.06		tegument
SO_isotope:ULB-SueAnn_ODOVAL14	d34S	11.85		tegument
SO_isotope:ULB-SueAnn_ODOVAL15	d34S	13.22		tegument
SO_isotope:ULB-SueAnn_ODOVAL16	d34S	12.68		tegument
SO_isotope:ULB-SueAnn_ODOVAL17	d34S	14.78		tegument
SO_isotope:ULB-SueAnn_ODOVAL18	d34S	13.78		tegument
SO_isotope:ULB-SueAnn_ODOVAL19	d34S	12.46		tegument
SO_isotope:ULB-SueAnn_ODOVAL20	d34S	13.25		tegument
SO_isotope:ULB-SueAnn_ODOVAL21	d34S	13.07		tegument
SO_isotope:ULB-SueAnn_ODOVAL22	d34S	13.67		tegument
SO_isotope:ULB-Umag_FB11	d34S	15.1		tegument
SO_isotope:ULB-Umag_FB13	d34S	17.53		tegument
SO_isotope:ULB-Umag_FB14	d34S	17.07		tegument
SO_isotope:ULB-Umag_FB15	d34S	15.67		tegument
SO_isotope:ULB-Umag_FB16	d34S	16.05		tegument
SO_isotope:ULB-Umag_FB34	d34S	16.94		tegument
SO_isotope:ULB-Umag_FB42	d34S	17.54		tegument
SO_isotope:ULB-Umag_PH12	d34S	18.3		tegument
SO_isotope:ULB-Umag_PH13	d34S	16.06		tegument
SO_isotope:ULB-Umag_PH19	d34S	14.82		tegument
SO_isotope:ULB-Umag_PH20	d34S	20.23		tegument
SO_isotope:ULB-Umag_PH21	d34S	16.79		tegument
SO_isotope:ULB-Umag_PH22	d34S	21.58		tegument
SO_isotope:ULB-Umag_PH23	d34S	15.99		tegument
SO_isotope:ULB-Umag_PH24	d34S	15.22		tegument
SO_isotope:ULB-Umag_PH25	d34S	14.99		tegument
SO_isotope:ULB-Umag_PH26	d34S	15.15		tegument
SO_isotope:ULB-Umag_PH27	d34S	15.32		tegument
SO_isotope:ULB-Umag_PH8	d34S	17		tegument
SO_isotope:ULB-Umag_PH15	d34S	20.67		tegument
SO_isotope:ULB-Umag_PH3	d34S	20.59		tegument
SO_isotope:ULB-Umag_PH4	d34S	14.38		tegument
SO_isotope:ULB-Umag_PH5	d34S	15.47		tegument
SO_isotope:ULB-Umag_PH9	d34S	16.52		tegument
SO_isotope:ULB-Umag_FB38	d34S	16.99		tegument
SO_isotope:ULB-Umag_FB39	d34S	16.55		tegument
SO_isotope:ULB-Umag_FB43	d34S	16.56		tegument
SO_isotope:ULB-Umag_FB44	d34S	19.99		tegument
SO_isotope:ULB-Umag_FB45	d34S	16.78		tegument
SO_isotope:ULB-Umag_FB46	d34S	16.17		tegument
SO_isotope:ULB-Umag_PH11	d34S	20.46		tegument
SO_isotope:ULB-Umag_FB5	d34S	16.35		tegument
SO_isotope:ULB-Umag_FB6	d34S	16.26		tegument
SO_isotope:ULB-Umag_PH14	d34S	16.12		tegument
SO_isotope:ULB-Umag_FB12	d34S	18.47		tegument
SO_isotope:ULB-Umag_FB17	d34S	17.99		tegument
SO_isotope:ULB-Umag_FB18	d34S	17.01		tegument
SO_isotope:ULB-Umag_FB19	d34S	17.62		tegument
SO_isotope:ULB-Umag_FB20	d34S	17.18		tegument
SO_isotope:ULB-Umag_FB21	d34S	16.58		tegument
SO_isotope:ULB-Umag_FB22	d34S	13.4		tegument
SO_isotope:ULB-Umag_FB23	d34S	19.39		tegument
SO_isotope:ULB-Umag_FB24	d34S	17.03		tegument
SO_isotope:ULB-Umag_FB25	d34S	17.21		tegument
SO_isotope:ULB-Umag_FB26	d34S	15.63		tegument
SO_isotope:ULB-Umag_FB28	d34S	17.13		tegument
SO_isotope:ULB-Umag_FB29	d34S	17.14		tegument
SO_isotope:ULB-Umag_FB30	d34S	18.02		tegument
SO_isotope:ULB-Umag_FB31	d34S	20.17		tegument
SO_isotope:ULB-Umag_FB32	d34S	16.72		tegument
SO_isotope:ULB-Umag_FB33	d34S	17.03		tegument
SO_isotope:ULB-Umag_FB35	d34S	17.78		tegument
SO_isotope:ULB-Umag_FB36	d34S	18.88		tegument
SO_isotope:ULB-Umag_FB37	d34S	17.04		tegument
SO_isotope:ULB-Umag_PH16	d34S	16.27		tegument
SO_isotope:ULB-Umag_PH17	d34S	15.99		tegument
SO_isotope:ULB-Umag_PH18	d34S	18.63		tegument
SO_isotope:ULB-Umag_FB27	d34S	18.54		tegument
SO_isotope:ULB-Umag_FB40	d34S	16.94		tegument
SO_isotope:ULB-Umag_FB41	d34S	15.63		tegument
SO_isotope:ULB-Umag_FB10	d34S	19.58		tegument
SO_isotope:ULB-Umag_FB3	d34S	16.38		tegument
SO_isotope:ULB-Umag_FB4	d34S	15.77		tegument
SO_isotope:ULB-Umag_FB7	d34S	17.48		tegument
SO_isotope:ULB-Umag_FB8	d34S	15.64		tegument
SO_isotope:ULB-Umag_FB9	d34S	16.86		tegument
SO_isotope:ULB-Umag_PH10	d34S	14.68		tegument
SO_isotope:ULB-Umag_PH2	d34S	15.15		tegument
SO_isotope:ULB-Umag_FB2	d34S	18.1		tegument
SO_isotope:ULB-Umag_FB1	d34S	18.32		tegument
SO_isotope:ULB-Umag_PH1	d34S	16.54		tegument
SO_isotope:IOPAN-ZA_14_10_A_Bat_lor_1	d34S	15.39		tegument
SO_isotope:IOPAN-ZA_14_10_A_Bat_lor_2	d34S	16.48		tegument
SO_isotope:IOPAN-ZA_14_10_A_Bat_lor_3	d34S	14.7		tegument
SO_isotope:IOPAN-ZA_14_10_A_Bat_lor_4	d34S	17.28		tegument
SO_isotope:IOPAN-ZA_14_10_B_Bat_lor_1	d34S	16.54		tegument
SO_isotope:IOPAN-ZA_14_10_C_Bat_lor_1	d34S	15.67		tegument
SO_isotope:IOPAN-ZA_14_10_C_Bat_lor_2	d34S	14.72		tegument
SO_isotope:IOPAN-ZA_14_10_C_Bat_lor_3	d34S	15.43		tegument
SO_isotope:IOPAN-ZA_16_20_C_Bat_lor_1	d34S	15.19		tegument
SO_isotope:IOPAN-ZA_17_30_B_Bat_lor_1	d34S	16.63		tegument
SO_isotope:IOPAN-ZA_17_30_C_Bat_lor_1	d34S	17.78		tegument
SO_isotope:IOPAN-ZA_17_30_C_Bat_lor_2	d34S	16.69		tegument
SO_isotope:IOPAN-ZA_15_20_A_Dipla_sp_1	d34S	18.38		tegument
SO_isotope:IOPAN-ZA_15_20_A_Dipla_sp_2	d34S	18.08		tegument
SO_isotope:IOPAN-ZA_15_Dipla_sp_1	d34S	18.97		tegument
SO_isotope:IOPAN-ZA_15_Dipla_sp_10	d34S	15.86		tegument
SO_isotope:IOPAN-ZA_15_Dipla_sp_11	d34S	17.34		tegument
SO_isotope:IOPAN-ZA_15_Dipla_sp_12	d34S	16.05		tegument
SO_isotope:IOPAN-ZA_15_Dipla_sp_13	d34S	16.73		tegument
SO_isotope:IOPAN-ZA_15_Dipla_sp_14	d34S	17.73		tegument
SO_isotope:IOPAN-ZA_15_Dipla_sp_2	d34S	17.08		tegument
SO_isotope:IOPAN-ZA_15_Dipla_sp_3	d34S	16.82		tegument
SO_isotope:IOPAN-ZA_15_Dipla_sp_4	d34S	17.33		tegument
SO_isotope:IOPAN-ZA_15_Dipla_sp_5	d34S	17.27		tegument
SO_isotope:IOPAN-ZA_15_Dipla_sp_6	d34S	17.15		tegument
SO_isotope:IOPAN-ZA_15_Dipla_sp_7	d34S	17.35		tegument
SO_isotope:IOPAN-ZA_15_Dipla_sp_8	d34S	17.93		tegument
SO_isotope:IOPAN-ZA_15_Dipla_sp_9	d34S	16.68		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_1	d34S	15.69		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_10	d34S	17.75		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_11	d34S	17.09		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_12	d34S	18.25		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_13	d34S	17.99		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_14	d34S	17.63		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_16	d34S	17.36		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_17	d34S	16.74		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_18	d34S	18.9		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_19	d34S	16.75		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_2	d34S	16.49		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_20	d34S	17.14		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_3	d34S	17.55		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_4	d34S	17.02		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_5	d34S	16.98		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_6	d34S	18.72		tegument
SO_isotope:IOPAN-ZA_16_17m_Dipla_sp_8	d34S	18.34		tegument
SO_isotope:IOPAN-ZA_16_20_C_Dipla_sp_1	d34S	16.71		tegument
SO_isotope:IOPAN-ZA_18_20_B_Dipla_sp_1	d34S	18.54		tegument
SO_isotope:IOPAN-ZA_18_20_B_Dipla_sp_2	d34S	17.31		tegument
SO_isotope:IOPAN-ZA_18_20_B_Dipla_sp_3	d34S	16.21		tegument
SO_isotope:IOPAN-ZA_18_20_C_Dipla_sp_1	d34S	16.83		tegument
SO_isotope:IOPAN-ZA_18_20_C_Dipla_sp_2	d34S	17.65		tegument
SO_isotope:IOPAN-ZA_18_20_C_Dipla_sp_3	d34S	17.6		tegument
SO_isotope:IOPAN-ZA_19_27m_Dipla_sp_1	d34S	17.62		tegument
SO_isotope:IOPAN-ZA_19_27m_Dipla_sp_2	d34S	16.76		tegument
SO_isotope:IOPAN-ZA_19_27m_Dipla_sp_3	d34S	18.63		tegument
SO_isotope:IOPAN-ZA_19_27m_Dipla_sp_4	d34S	16.86		tegument
SO_isotope:IOPAN-ZA_19_27m_Dipla_sp_5	d34S	16.45		tegument
SO_isotope:IOPAN-ZA_19_27m_Dipla_sp_6	d34S	17.41		tegument
SO_isotope:IOPAN-ZA_19_27m_Dipla_sp_7	d34S	17.11		tegument
SO_isotope:IOPAN-ZA_19_27m_Dipla_sp_8	d34S	17.31		tegument
SO_isotope:IOPAN-ZA_19_27m_Dipla_sp_9	d34S	18.43		tegument
SO_isotope:IOPAN-ZA_19_2_Dipla_sp_1	d34S	17.52		tegument
SO_isotope:IOPAN-ZA_19_2_Dipla_sp_2	d34S	17.18		tegument
SO_isotope:IOPAN-ZA_19_2_Dipla_sp_3	d34S	16.92		tegument
SO_isotope:IOPAN-ZA_19_2_Dipla_sp_4	d34S	17.4		tegument
SO_isotope:IOPAN-ZA_19_2_Dipla_sp_5	d34S	16.54		tegument
SO_isotope:IOPAN-ZA_19_Dipla_sp_1	d34S	17.09		tegument
SO_isotope:IOPAN-ZA_19_Dipla_sp_10	d34S	18.12		tegument
SO_isotope:IOPAN-ZA_19_Dipla_sp_11	d34S	17.27		tegument
SO_isotope:IOPAN-ZA_19_Dipla_sp_12	d34S	18.29		tegument
SO_isotope:IOPAN-ZA_19_Dipla_sp_13	d34S	16.77		tegument
SO_isotope:IOPAN-ZA_19_Dipla_sp_14	d34S	17.86		tegument
SO_isotope:IOPAN-ZA_19_Dipla_sp_15	d34S	17.31		tegument
SO_isotope:IOPAN-ZA_19_Dipla_sp_2	d34S	17		tegument
SO_isotope:IOPAN-ZA_19_Dipla_sp_3	d34S	17.01		tegument
SO_isotope:IOPAN-ZA_19_Dipla_sp_4	d34S	17.03		tegument
SO_isotope:IOPAN-ZA_19_Dipla_sp_5	d34S	16.72		tegument
SO_isotope:IOPAN-ZA_19_Dipla_sp_6	d34S	17.48		tegument
SO_isotope:IOPAN-ZA_19_Dipla_sp_7	d34S	16.64		tegument
SO_isotope:IOPAN-ZA_19_Dipla_sp_8	d34S	17.05		tegument
SO_isotope:IOPAN-ZA_20_20_A_Dipla_sp_1	d34S	16.88		tegument
SO_isotope:IOPAN-ZA_20_20_A_Dipla_sp_2	d34S	17.6		tegument
SO_isotope:IOPAN-ZA_20_20_A_Dipla_sp_3	d34S	16.49		tegument
SO_isotope:IOPAN-ZA_20_20_A_Dipla_sp_4	d34S	16.8		tegument
SO_isotope:IOPAN-ZA_20_20_B_Dipla_sp_1	d34S	17.79		tegument
SO_isotope:IOPAN-ZA_20_20_B_Dipla_sp_2	d34S	18		tegument
SO_isotope:IOPAN-ZA_20_20_C_Dipla_sp_1	d34S	17.15		tegument
SO_isotope:IOPAN-ZA_20_20_C_Dipla_sp_2	d34S	16.9		tegument
SO_isotope:IOPAN-ZA_20_20_C_Dipla_sp_3	d34S	17.09		tegument
SO_isotope:IOPAN-ZA_20_20_C_Dipla_sp_4	d34S	15.97		tegument
SO_isotope:IOPAN-ZA_20_6_A_Dipla_sp_1	d34S	17.01		tegument
SO_isotope:IOPAN-ZA_21_10_A_Dipla_sp_1	d34S	17.25		tegument
SO_isotope:IOPAN-ZA_21_10_B_Dipla_sp_1	d34S	17.19		tegument
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_1	d34S	17.93		tegument
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_10	d34S	16.04		tegument
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_10_2	d34S	15.21		tegument
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_12	d34S	17.82		tegument
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_13	d34S	16.93		tegument
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_2	d34S	17.06		tegument
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_3	d34S	16.66		tegument
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_4	d34S	16.01		tegument
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_5	d34S	17.58		tegument
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_6	d34S	16.26		tegument
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_7	d34S	16.53		tegument
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_8	d34S	16.69		tegument
SO_isotope:IOPAN-ZA_21_20_A_Dipla_sp_9	d34S	15.91		tegument
SO_isotope:IOPAN-ZA_21_20_B_Dipla_sp_1	d34S	17.82		tegument
SO_isotope:IOPAN-ZA_21_20_B_Dipla_sp_2	d34S	17.46		tegument
SO_isotope:IOPAN-ZA_21_20_B_Dipla_sp_3	d34S	18.99		tegument
SO_isotope:IOPAN-ZA_19_27m_Lab_anu_1	d34S	17.89		tegument
SO_isotope:IOPAN-ZA_19_Lab_anu_1	d34S	16.76		tegument
SO_isotope:IOPAN-ZA_17_30_C_ND_1	d34S	18.88		tegument
SO_isotope:IOPAN-ZA_18_20_C_Nota_sp_1	d34S	16.44		tegument
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_1	d34S	18.63		tegument
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_2	d34S	18.72		tegument
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_3	d34S	18.09		tegument
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_4	d34S	18.9		tegument
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_5	d34S	19.4		tegument
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_7	d34S	17.39		tegument
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_8	d34S	15.35		tegument
SO_isotope:IOPAN-ZA_19_27m_Nota_sp_9	d34S	18.41		tegument
SO_isotope:IOPAN-ZA_19_Nota_sp_1	d34S	16.71		tegument
SO_isotope:IOPAN-ZA_19_Nota_sp_2	d34S	17.64		tegument
SO_isotope:IOPAN-ZA_19_Nota_sp_3	d34S	17.67		tegument
SO_isotope:IOPAN-ZA_19_Nota_sp_4	d34S	16.43		tegument
SO_isotope:IOPAN-ZA_20_20_A_Nota_sp_1	d34S	17.69		tegument
SO_isotope:IOPAN-ZA_20_20_A_Nota_sp_2	d34S	18.23		tegument
SO_isotope:IOPAN-ZA_20_30_A_Nota_sp_1	d34S	17.83		tegument
SO_isotope:IOPAN-ZA_20_30_B_Notas_sp_1	d34S	18.56		tegument
SO_isotope:IOPAN-ZA_20_30_B_Notas_sp_2	d34S	18.48		tegument
SO_isotope:IOPAN-ZA_20_30_B_Notas_sp_3	d34S	17.32		tegument
SO_isotope:IOPAN-ZA_18_10_B_Odo_val_3	d34S	19.93		tegument
SO_isotope:IOPAN-ZA_18_20_C_Odo_val_1	d34S	17.32		tegument
SO_isotope:IOPAN-ZA_15_20_A_Odo_val_1	d34S	18.15		tegument
SO_isotope:IOPAN-ZA_15_20_A_Odo_val_2	d34S	17.87		tegument
SO_isotope:IOPAN-ZA_15_20_A_Odo_val_3	d34S	17.24		tegument
SO_isotope:IOPAN-ZA_15_20_A_Odo_val_4	d34S	18		tegument
SO_isotope:IOPAN-ZA_15_20_A_Odo_val_5	d34S	16.38		tegument
